Rounded up rating,ratings_count,Genre,Class
5,83664,fantasy,no
5,87423,fantasy,no
5,68865,fantasy,no
4,72734,romance,no
5,93057,mystery,no
4,89733,young adult,no
4,72493,horror,no
5,76440,sci-fi,no
4,68861,horror,no
5,73573,romance,no
5,59333,#N/A,no
4,56200,mystery,no
5,65422,mystery,no
5,71868,crime,no
4,62231,drama,no
5,83085,fantasy,no
4,87665,young adult,no
4,69351,thriller,no
5,67125,fantasy,no
4,78766,thriller,no
5,79508,horror,no
4,74815,fantasy,no
4,62454,#N/A,no
5,92922,young adult,no
4,69596,#N/A,no
5,82706,fantasy,yes
5,68255,fantasy,no
4,81579,young adult,no
5,68063,young adult,no
5,106608,romance,no
4,82458,young adult,no
5,80740,fantasy,no
4,68676,mystery,no
4,72714,fantasy,no
4,74133,sci-fi,no
5,68416,sci-fi,no
5,99067,fantasy,no
5,90147,young adult,no
5,81914,#N/A,no
5,86963,mystery,no
4,68224,romance,no
5,72207,thriller,no
4,62229,romance,no
4,61135,romance,no
4,79117,comedy,no
5,91390,fantasy,no
5,81553,fantasy,no
5,68854,romance,no
5,99942,young adult,no
5,67128,#N/A,no
5,71379,fantasy,no
4,75275,young adult,no
4,75051,fantasy,no
4,66720,romance,no
4,64278,fantasy,no
4,63304,fantasy,no
5,80367,young adult,no
5,93818,young adult,no
4,90908,fantasy,no
5,77206,mystery,no
5,71775,thriller,no
5,90071,young adult,no
4,79746,young adult,no
5,97830,romance,no
5,72797,horror,no
5,87335,mystery,no
4,64347,#N/A,no
5,97616,romance,no
4,65397,thriller,no
4,89356,young adult,no
5,69058,fantasy,no
5,56802,comedy,no
5,68480,drama,no
4,65428,thriller,yes
4,94176,young adult,no
5,61238,#N/A,no
5,79627,fantasy,no
5,92916,mystery,no
4,60323,thriller,no
4,70446,comedy,no
5,108384,young adult,no
4,60409,#N/A,no
5,60126,#N/A,no
4,71777,mystery,no
4,55678,sci-fi,no
5,66079,#N/A,no
4,64162,#N/A,no
5,70454,young adult,no
4,70382,drama,no
4,67768,mystery,no
5,59295,comedy,no
4,68451,romance,yes
5,66857,mystery,no
5,67047,fantasy,no
5,76277,fantasy,yes
4,86805,fantasy,no
4,81945,young adult,no
5,72480,mystery,no
5,61439,#N/A,no
4,67107,fantasy,yes
5,49740,mystery,no
5,71968,#N/A,no
4,63324,#N/A,no
5,71816,comedy,no
4,72426,sci-fi,no
4,70335,#N/A,no
4,66104,fantasy,no
5,96417,fantasy,no
5,97514,fantasy,no
5,75186,fantasy,no
5,63530,fantasy,no
4,82062,horror,no
5,78123,fantasy,no
5,57614,sci-fi,no
5,71271,fantasy,no
4,75196,fantasy,no
4,65277,#N/A,no
4,60737,mystery,no
5,65068,fantasy,no
4,53662,horror,no
5,80883,fantasy,no
5,37792,young adult,yes
5,78903,fantasy,no
5,90157,young adult,no
5,74378,fantasy,no
5,100464,young adult,no
4,80299,horror,no
5,67264,young adult,no
5,64416,fantasy,no
4,67777,fantasy,no
5,63335,thriller,yes
5,82757,fantasy,no
4,73807,horror,no
4,69948,mystery,no
4,71355,fantasy,no
5,75133,fantasy,no
5,65900,drama,no
4,67643,drama,no
4,78314,young adult,no
5,76911,fantasy,yes
5,72588,fantasy,no
4,73000,young adult,no
5,48305,young adult,no
5,61496,#N/A,no
4,53187,horror,no
4,77046,fantasy,no
5,68410,fantasy,no
4,82270,young adult,no
5,68701,young adult,no
5,63691,mystery,no
4,71411,crime,yes
5,68834,mystery,no
5,76785,young adult,no
4,85683,fantasy,no
5,61842,horror,no
5,74121,young adult,yes
5,61498,#N/A,no
4,53151,fantasy,no
4,67753,drama,no
5,59715,young adult,no
4,63114,mystery,no
4,58428,horror,no
5,84363,mystery,no
4,82291,young adult,no
4,56548,comedy,no
4,69087,romance,no
5,73534,fantasy,no
4,56344,mystery,no
5,76219,fantasy,yes
5,103844,young adult,no
4,85873,young adult,no
5,74156,fantasy,no
5,63027,fantasy,no
4,66049,#N/A,no
5,78487,fairy-tales,no
4,66287,horror,no
4,66591,#N/A,no
5,68597,sci-fi,no
5,66577,romance,no
4,61835,mystery,no
5,46551,thriller,no
3,53331,romance,no
5,71354,mystery,no
4,66194,crime,no
5,66390,fantasy,no
5,74029,young adult,no
4,62840,romance,no
5,86284,#N/A,no
5,86929,young adult,no
4,63342,romance,no
5,69616,fantasy,no
5,57279,fantasy,no
5,64391,#N/A,no
4,59843,comedy,no
5,62330,fantasy,no
4,70921,horror,no
4,62128,thriller,no
4,69709,young adult,no
4,62405,drama,no
4,65005,horror,no
5,63347,comedy,no
5,64961,fantasy,no
4,59932,romance,no
5,73918,fantasy,no
4,56464,#N/A,no
4,90541,mystery,no
4,67632,romance,yes
5,66923,drama,no
4,69007,comedy,no
5,93340,fantasy,no
4,57468,#N/A,no
4,61296,young adult,no
5,60002,drama,no
5,63100,#N/A,no
4,27308,romance,no
4,50158,fantasy,no
5,54140,young adult,no
4,79264,young adult,no
4,53384,#N/A,no
5,70704,#N/A,no
5,68011,horror,no
4,66947,comedy,no
5,70029,fantasy,no
5,57764,fantasy,no
5,82470,fantasy,no
5,132552,young adult,yes
4,70079,drama,no
4,57078,drama,no
5,65638,fantasy,no
4,73093,romance,yes
4,57583,drama,no
4,62219,romance,no
5,58688,comedy,no
5,56918,mystery,no
5,52765,mystery,no
5,69134,fantasy,no
5,71353,young adult,no
5,70701,young adult,no
5,61256,drama,no
4,46225,mystery,no
4,55236,romance,no
5,72329,comedy,no
5,79461,romance,no
5,65091,fantasy,yes
5,45492,fantasy,yes
5,87432,romance,no
5,59650,fantasy,no
4,42958,romance,no
4,81362,young adult,no
4,67433,mystery,no
5,72504,#N/A,no
5,70269,fantasy,no
5,85699,fantasy,no
4,63737,fantasy,no
4,51603,romance,no
5,84650,romance,no
5,63235,sci-fi,no
4,61412,mystery,yes
5,63050,fantasy,no
5,60193,#N/A,no
5,66360,fantasy,no
5,74666,young adult,no
5,36541,horror,no
4,58631,sci-fi,no
5,60278,#N/A,no
5,69815,young adult,yes
4,60869,comedy,no
5,58841,young adult,no
5,54977,fantasy,no
5,74820,fantasy,yes
4,65063,horror,no
5,73745,drama,no
4,55262,fantasy,no
4,69504,romance,no
5,85746,fantasy,no
5,48277,comedy,no
5,60959,young adult,no
5,83886,young adult,yes
4,50921,romance,no
5,52704,#N/A,no
4,67344,mystery,no
4,60611,romance,no
5,65477,fantasy,no
4,57716,fantasy,no
5,39758,drama,no
5,82824,romance,no
5,57259,#N/A,no
5,58432,#N/A,no
4,53586,#N/A,no
4,56756,horror,no
4,61678,drama,no
5,61836,sci-fi,no
4,66721,sci-fi,no
4,67608,drama,no
4,55459,romance,no
4,84776,young adult,no
4,80737,#N/A,no
4,61361,fantasy,no
4,68448,young adult,no
5,60236,comedy,no
4,57993,fantasy,no
4,51461,fantasy,no
5,75851,fantasy,no
4,66823,fantasy,no
4,62494,drama,no
4,67267,fantasy,no
5,58973,thriller,no
5,75436,young adult,no
4,60624,fantasy,no
4,62135,drama,no
4,42339,drama,no
5,72052,fantasy,no
4,76598,young adult,no
5,82373,fantasy,no
4,84438,romance,no
4,48286,mystery,no
4,50422,drama,no
5,69102,fantasy,no
5,58906,fantasy,no
4,62760,romance,no
5,70119,fantasy,no
4,83981,young adult,no
4,75834,young adult,no
4,57865,thriller,no
5,58372,#N/A,yes
5,73883,fantasy,no
5,63838,young adult,no
4,60346,horror,no
5,92014,young adult,no
5,55398,#N/A,no
5,63756,young adult,no
5,79360,young adult,no
4,45319,fantasy,no
5,59973,romance,no
5,72611,romance,no
4,34789,thriller,no
4,57818,thriller,no
4,65906,mystery,no
4,72421,romance,no
4,61347,drama,no
5,80433,romance,no
5,66537,young adult,no
4,54848,#N/A,no
4,55473,fantasy,no
5,67753,fantasy,no
4,59974,mystery,no
5,61888,sci-fi,no
4,57632,romance,no
5,60672,horror,no
5,56510,#N/A,no
5,58062,horror,no
4,55355,comedy,no
4,69450,drama,no
5,59963,drama,no
4,56550,drama,yes
4,60372,young adult,no
5,67077,drama,no
4,85034,young adult,no
4,52333,thriller,yes
4,54341,#N/A,no
4,65932,fantasy,no
4,60932,horror,no
4,75987,young adult,no
5,65626,fantasy,no
4,59229,thriller,no
5,62432,fantasy,no
4,70737,romance,no
5,43927,#N/A,no
4,37379,mystery,no
5,57312,young adult,yes
4,58742,mystery,no
5,58028,romance,no
5,55251,thriller,no
4,47661,#N/A,no
5,66402,fantasy,no
5,70961,fantasy,no
5,59804,young adult,no
4,65828,romance,no
5,76052,mystery,no
5,56191,mystery,no
4,79959,young adult,no
5,50084,young adult,no
4,53378,romance,no
5,79266,young adult,no
5,54777,romance,no
4,49344,#N/A,no
5,68112,young adult,no
5,47185,#N/A,no
4,67602,young adult,no
5,53411,thriller,no
5,55556,romance,no
5,56827,fantasy,yes
5,54014,sci-fi,no
4,55889,#N/A,no
4,50112,fantasy,yes
5,54781,mystery,no
4,50876,drama,no
4,50215,#N/A,no
5,60744,fantasy,yes
5,74747,mystery,yes
5,59191,sci-fi,no
5,61457,fantasy,no
5,64089,fantasy,no
4,60469,mystery,no
5,66701,fantasy,no
4,62641,horror,no
5,67539,fantasy,no
5,67171,fantasy,no
5,83051,fantasy,no
4,72732,young adult,no
5,57476,fantasy,no
4,67608,young adult,no
4,58348,mystery,no
4,64813,horror,yes
5,59756,drama,no
5,54930,thriller,no
4,59642,young adult,no
4,49255,sci-fi,no
4,58991,sci-fi,no
5,43016,mystery,no
5,62571,fantasy,no
4,60154,romance,no
5,61126,young adult,no
5,83767,young adult,no
5,69733,young adult,no
5,84677,fantasy,no
5,57779,fantasy,no
4,60812,romance,no
5,57626,young adult,no
5,46742,sci-fi,no
5,59705,romance,no
4,58945,sci-fi,no
4,51694,crime,no
4,52734,drama,no
5,66015,fantasy,no
4,45905,fantasy,no
5,59868,#N/A,no
5,55948,fantasy,no
5,58291,romance,no
4,69636,young adult,no
5,90202,fantasy,no
4,66950,young adult,no
5,52964,#N/A,no
5,46197,young adult,no
5,53019,#N/A,no
5,44170,romance,no
4,54173,fantasy,no
4,56842,drama,no
4,48330,sci-fi,no
4,53487,sci-fi,no
5,61613,young adult,no
5,57763,#N/A,no
5,57413,romance,no
4,46541,romance,no
4,52061,fantasy,yes
5,22315,#N/A,no
5,50206,#N/A,no
4,59930,romance,no
5,59737,fantasy,no
5,51454,sci-fi,no
4,49578,drama,no
5,65409,fantasy,no
5,59657,fantasy,no
4,55576,young adult,no
4,49015,romance,no
5,67451,fantasy,no
5,73839,mystery,no
4,68750,young adult,yes
4,77454,young adult,no
4,30395,romance,no
5,60746,fantasy,no
5,46348,mystery,no
4,51580,fantasy,no
4,46092,comedy,no
5,79077,romance,no
4,47812,romance,no
5,52249,sci-fi,no
5,45874,#N/A,no
5,57265,fantasy,no
4,77575,young adult,no
4,44839,romance,no
4,54958,horror,no
4,55296,#N/A,no
4,55373,romance,no
4,59317,mystery,no
4,55841,romance,no
4,58836,drama,no
5,52518,horror,no
5,70196,young adult,no
5,59354,horror,no
4,67357,young adult,no
4,56287,horror,no
5,65273,young adult,no
5,47720,#N/A,no
5,63635,fantasy,no
5,46663,romance,no
5,69534,young adult,no
4,30426,fantasy,no
4,61387,fantasy,no
5,59276,fantasy,no
5,61454,fantasy,no
4,44612,sci-fi,no
4,49958,sci-fi,no
5,53143,fantasy,no
4,56053,mystery,no
4,53304,mystery,no
5,50142,#N/A,no
4,66089,mystery,no
5,63814,sci-fi,no
4,78405,fantasy,no
5,64430,young adult,no
4,52062,drama,no
4,40885,young adult,no
5,64949,mystery,yes
4,59585,young adult,no
5,78658,fantasy,no
4,49999,mystery,no
4,69065,young adult,no
5,53038,mystery,no
5,41908,romance,no
4,51748,mystery,no
5,46361,romance,no
5,46797,#N/A,no
5,56901,romance,no
5,51007,romance,no
5,68676,young adult,no
5,55518,fantasy,no
5,44722,thriller,no
4,50047,fantasy,no
5,51385,romance,no
5,49930,romance,yes
5,53676,fantasy,no
5,58481,fantasy,no
4,48816,#N/A,no
4,52244,mystery,no
5,55637,mystery,no
5,61987,fantasy,no
5,58925,fantasy,no
5,74479,fantasy,no
5,61937,young adult,no
5,60472,fantasy,no
5,83000,romance,no
5,50181,horror,no
4,59408,romance,no
5,60720,young adult,yes
5,69657,romance,no
4,73492,young adult,no
5,65259,fantasy,no
5,85266,romance,no
4,47688,#N/A,no
4,43976,romance,no
5,71988,fantasy,no
5,68084,fantasy,no
5,59698,fantasy,no
5,75637,fantasy,no
4,55019,romance,no
5,56633,horror,no
5,64690,horror,no
4,48807,mystery,no
4,42978,romance,no
5,48280,comedy,no
4,64082,young adult,no
4,47873,mystery,no
4,66400,romance,no
5,46716,#N/A,no
3,40718,drama,no
4,44956,romance,no
4,62268,horror,no
4,54081,#N/A,no
4,48692,mystery,no
5,21459,drama,no
5,74589,young adult,no
5,48256,sci-fi,no
4,58967,fantasy,no
4,57569,horror,no
4,68651,young adult,no
4,40569,romance,no
5,58232,young adult,no
4,50446,drama,no
5,70335,fantasy,no
5,47736,sci-fi,no
5,56860,fantasy,no
4,59743,comedy,no
4,62726,mystery,no
5,53878,fantasy,no
5,28651,romance,no
4,52095,drama,no
5,50412,young adult,no
4,53746,sci-fi,no
4,47054,thriller,yes
5,76368,romance,no
4,35325,mystery,no
5,60519,young adult,no
5,70806,mystery,no
4,42845,romance,no
5,62590,fantasy,no
4,59403,young adult,yes
5,58135,young adult,no
5,50264,mystery,no
4,66327,young adult,no
5,45993,fantasy,no
4,49935,horror,no
4,74367,young adult,no
5,46216,suspense,no
5,46734,mystery,no
5,44669,romance,no
4,34107,romance,no
4,42286,fantasy,no
5,51219,fantasy,no
5,46518,sci-fi,no
5,47296,thriller,no
4,48189,#N/A,no
5,70274,romance,no
4,51720,romance,no
4,52168,drama,no
4,50598,young adult,no
5,45203,#N/A,no
4,51511,mystery,yes
5,57831,romance,no
5,44569,sci-fi,no
4,73051,fantasy,no
5,47674,young adult,no
4,69046,young adult,no
5,48117,#N/A,no
5,51726,young adult,no
4,33534,romance,no
5,41187,drama,no
5,41427,#N/A,no
4,45554,comedy,no
5,66382,fantasy,no
4,55599,mystery,no
5,55606,#N/A,no
5,62978,fantasy,yes
4,68104,young adult,no
5,50300,sci-fi,no
5,65027,fantasy,no
4,48357,mystery,no
5,44445,#N/A,no
4,44074,romance,no
4,49994,mystery,no
5,46845,horror,no
5,67663,fantasy,no
5,44681,thriller,no
5,52416,mystery,no
5,49139,mystery,no
4,46854,mystery,no
4,48191,drama,no
5,51764,fantasy,no
5,43992,thriller,no
5,46041,#N/A,no
4,53644,horror,no
4,50738,romance,no
5,49095,fantasy,no
5,48131,sci-fi,no
5,47533,mystery,yes
5,42869,drama,no
5,47207,fantasy,no
4,56395,drama,no
5,51267,fantasy,no
5,54607,drama,no
5,47785,#N/A,no
5,69516,fantasy,no
5,73056,young adult,no
5,68816,fantasy,no
4,54908,mystery,no
5,61211,romance,no
4,32084,romance,no
5,54420,fantasy,no
4,56529,young adult,yes
5,46847,young adult,no
5,33132,sci-fi,no
4,33504,drama,no
4,54401,horror,no
5,73030,fantasy,no
4,48838,thriller,no
4,54620,young adult,no
4,52973,fantasy,no
5,44014,fantasy,no
5,68270,young adult,no
5,48879,fantasy,yes
4,45978,young adult,no
5,22146,drama,no
5,46656,fantasy,no
4,55355,mystery,no
4,41606,romance,no
4,48663,romance,no
5,51059,sci-fi,no
5,41161,fantasy,no
4,61754,fantasy,no
4,64093,young adult,no
4,51161,fantasy,no
4,54920,young adult,no
4,40727,mystery,no
5,48830,fantasy,no
4,48755,horror,no
4,44679,comedy,no
5,52845,fantasy,no
5,44595,fantasy,no
4,46736,#N/A,no
5,49300,thriller,no
4,44317,drama,no
5,26898,#N/A,no
5,50255,romance,no
5,54682,fantasy,no
5,66871,fantasy,no
4,31779,romance,no
4,49283,mystery,no
4,15002,#N/A,no
4,45051,romance,no
4,49617,sci-fi,no
4,62359,fantasy,no
5,51385,fantasy,no
4,46179,horror,no
4,24865,mystery,no
4,47323,comedy,no
4,46208,romance,no
4,81420,fantasy,no
5,69032,fantasy,no
5,68452,fantasy,no
4,31029,mystery,no
5,58435,fantasy,no
4,52006,romance,no
5,48485,fantasy,no
5,45919,young adult,no
5,78157,fantasy,no
4,51856,romance,no
4,55367,horror,yes
4,39300,drama,no
5,63615,young adult,no
4,56444,young adult,no
5,56737,young adult,no
4,65904,mystery,no
4,41866,romance,no
5,49016,romance,no
5,71830,fantasy,no
5,47682,thriller,yes
5,50758,fantasy,no
4,60930,fantasy,no
5,50630,romance,no
5,43876,#N/A,no
5,57575,fantasy,no
4,44238,#N/A,no
4,56064,romance,no
4,66170,young adult,no
5,47148,thriller,no
4,41081,#N/A,no
4,53017,horror,no
5,67482,young adult,no
4,44610,comedy,no
4,67018,young adult,no
4,45153,young adult,no
4,49926,fantasy,no
5,49551,sci-fi,no
5,64223,romance,no
4,45353,sci-fi,yes
4,69350,romance,no
5,52974,fantasy,no
4,42687,sci-fi,no
4,43793,crime,no
5,52824,horror,no
4,41094,#N/A,no
4,48632,fantasy,no
4,41647,romance,no
4,48649,sci-fi,no
5,40023,#N/A,no
4,54919,horror,no
5,70029,romance,no
5,42072,fantasy,no
4,48961,fairy-tales,yes
4,70476,fantasy,no
5,22618,#N/A,no
4,45518,romance,no
4,46475,drama,no
5,45081,fantasy,no
5,46357,drama,no
4,37839,romance,no
5,45856,#N/A,no
5,48640,fantasy,no
5,45320,fantasy,no
4,60780,fantasy,no
5,33994,young adult,no
4,48400,horror,no
5,47324,young adult,no
4,43496,comedy,no
4,51119,mystery,no
4,45567,drama,no
5,48860,mystery,no
4,56428,romance,yes
5,51570,thriller,no
5,58278,fantasy,no
5,42306,mystery,no
4,59536,mystery,no
5,52708,#N/A,no
4,42361,young adult,no
4,56444,#N/A,no
5,45660,drama,yes
5,43269,#N/A,no
4,40840,comedy,no
4,50322,mystery,no
5,42037,fantasy,no
4,48982,fantasy,no
4,43698,romance,yes
5,52843,mystery,no
5,48683,mystery,no
4,53317,young adult,no
5,37404,fantasy,no
4,48520,fantasy,no
4,48061,comedy,no
5,46635,#N/A,no
4,56656,drama,no
4,58724,young adult,no
5,58571,#N/A,no
5,71841,romance,no
4,50721,horror,no
4,37150,#N/A,no
5,54413,fantasy,no
4,48711,comedy,no
4,45608,sci-fi,no
4,36795,romance,no
4,52572,fantasy,no
4,36523,mystery,no
5,52242,young adult,no
5,53023,young adult,no
4,41176,horror,no
4,42175,drama,no
5,42821,#N/A,no
4,56485,young adult,no
5,46234,mystery,no
5,52823,fantasy,no
4,38391,mystery,no
5,49291,fantasy,no
5,44196,thriller,no
5,49636,#N/A,no
5,41209,mystery,no
5,41761,mystery,no
4,47139,comedy,no
5,53245,fantasy,no
4,41138,romance,no
5,46847,mystery,yes
4,41671,mystery,no
4,53706,young adult,no
4,54248,romance,no
5,44607,young adult,no
5,55139,young adult,no
5,48333,young adult,no
5,40111,thriller,no
5,51115,mystery,no
4,50953,romance,no
4,44345,fantasy,no
4,58717,young adult,no
5,56807,fantasy,no
4,38017,drama,no
4,67046,#N/A,no
5,41512,fantasy,no
5,31765,fantasy,no
5,63240,romance,no
5,44848,sci-fi,no
4,45671,drama,no
5,50364,fantasy,no
4,48639,romance,no
4,43487,young adult,no
4,46220,drama,no
5,62189,fantasy,no
5,48805,romance,no
5,47804,young adult,no
5,40626,horror,no
4,41932,mystery,no
5,52954,fantasy,no
5,44414,#N/A,no
5,37459,young adult,no
4,40353,sci-fi,no
5,46708,romance,no
5,32228,fantasy,no
5,43929,fantasy,no
4,41728,sci-fi,no
5,41002,drama,no
5,70995,young adult,no
5,69410,fantasy,no
5,62297,romance,no
4,40259,romance,no
4,48040,#N/A,no
4,50746,fantasy,no
5,47154,young adult,no
5,45345,crime,no
5,62907,young adult,no
5,36871,mystery,no
4,43455,drama,no
5,40442,#N/A,no
5,61419,fantasy,no
4,45937,mystery,no
5,41924,fantasy,no
4,48537,fantasy,no
5,46878,fantasy,no
5,43605,thriller,no
4,48239,young adult,no
5,49863,fantasy,no
4,47389,drama,no
4,56593,fantasy,yes
5,66901,fantasy,yes
5,51185,fantasy,no
4,45331,drama,no
4,49105,young adult,no
5,29554,fantasy,no
4,41870,drama,no
4,34837,#N/A,no
4,47525,#N/A,no
4,63486,young adult,no
5,42539,thriller,no
4,53128,romance,yes
4,33100,drama,yes
4,55685,mystery,no
5,55606,#N/A,no
5,39138,sci-fi,no
5,53483,romance,no
5,47825,fantasy,no
5,43036,fantasy,no
5,39073,crime,no
4,36560,romance,no
5,51752,fantasy,no
4,44921,crime,no
4,47533,young adult,yes
5,28654,fantasy,no
4,50113,mystery,no
5,38729,fantasy,no
5,50922,young adult,yes
5,59890,romance,no
5,51086,fantasy,no
4,47320,thriller,no
4,46121,sci-fi,no
5,44677,horror,no
5,47600,fantasy,no
5,48078,romance,no
5,42445,fantasy,no
5,59705,young adult,no
4,42488,drama,no
4,34120,#N/A,no
5,48446,fantasy,no
4,45243,romance,no
5,47807,#N/A,no
5,63322,fantasy,no
5,48557,fantasy,no
4,42536,horror,no
5,46486,fantasy,no
4,35936,thriller,no
5,40071,sci-fi,no
4,40489,comedy,no
5,53088,#N/A,no
5,46198,#N/A,no
5,46279,fantasy,no
4,40699,comedy,no
5,75699,romance,no
4,64158,young adult,no
4,38649,thriller,no
5,52536,fairy-tales,no
5,54940,young adult,no
5,59261,romance,no
4,46820,crime,no
5,34789,romance,no
5,47913,#N/A,no
4,40020,sci-fi,no
4,43374,drama,no
5,40107,sci-fi,no
4,47389,young adult,no
4,38050,fantasy,no
4,50526,fantasy,no
4,37497,romance,no
5,84711,romance,no
4,53591,young adult,no
5,47641,sci-fi,no
4,44873,romance,no
5,49355,fantasy,no
5,48608,horror,no
4,48461,mystery,no
4,62566,fantasy,no
4,49670,young adult,no
5,42529,thriller,no
4,39445,drama,no
5,52846,#N/A,no
4,37936,comedy,no
4,36704,mystery,no
5,59221,romance,no
5,39503,romance,no
5,46660,sci-fi,no
4,43861,mystery,no
4,41389,mystery,no
5,44424,horror,no
4,45217,mystery,no
4,50917,young adult,no
4,63237,mystery,no
5,58860,young adult,no
4,38747,sci-fi,no
4,43424,fantasy,no
4,39618,#N/A,no
4,35689,mystery,no
5,37258,romance,no
5,41677,thriller,yes
5,58023,fantasy,no
4,35387,horror,no
5,40583,#N/A,no
4,52435,young adult,no
4,41249,sci-fi,no
4,44408,young adult,no
5,49138,fantasy,no
4,37465,#N/A,no
4,38957,mystery,no
4,38243,comedy,no
4,35682,romance,no
4,49513,mystery,yes
5,40430,fantasy,no
5,57866,romance,no
5,57839,romance,no
5,39928,fantasy,no
4,44237,drama,no
5,41505,sci-fi,no
4,43888,thriller,yes
4,37604,mystery,no
5,56122,fantasy,no
5,42205,thriller,no
5,18379,crime,no
5,41037,drama,no
5,35799,crime,no
4,29156,mystery,no
4,42680,comedy,no
4,44223,mystery,no
4,40726,drama,no
5,41815,#N/A,no
5,59545,young adult,no
5,41102,#N/A,no
5,35219,#N/A,no
5,45045,drama,no
5,36262,fantasy,no
4,40829,mystery,no
5,47277,fantasy,no
5,45097,mystery,no
5,52071,fantasy,no
5,35611,#N/A,no
4,52993,mystery,no
5,48506,young adult,no
5,35078,#N/A,no
5,64066,fantasy,no
4,49820,mystery,no
5,43964,fantasy,no
4,56113,young adult,no
5,46370,fantasy,no
5,29944,crime,no
5,53568,thriller,no
5,32991,fantasy,no
5,63734,romance,no
5,64984,romance,no
4,42476,mystery,no
4,55938,young adult,no
