Genre,rounded_book_count,rounded_ratings_count,rounded_rating_2,Class_New
sci-fi,60,100000,4,no
mystery,60,80000,4,no
fantasy,50,100000,4,no
young adult,50,100000,3.5,no
mystery,70,100000,4,no
#N/A,40,70000,4.5,no
fantasy,800,100000,4,no
crime,60,40000,4.5,yes
horror,100,100000,3.5,no
fantasy,100,100000,4.5,yes
fantasy,40,90000,4.5,no
mystery,200,90000,4.5,yes
#N/A,60,90000,4,no
romance,40,100000,4,no
fantasy,40,90000,4,no
young adult,50,90000,4,no
young adult,80,60000,4.5,no
young adult,40,80000,4,no
mystery,70,100000,4,no
romance,400,90000,4,no
fantasy,20,100000,4.5,no
young adult,70,100000,4,no
fantasy,70,100000,4,no
mystery,100,70000,3,no
young adult,60,100000,4.5,no
sci-fi,90,90000,4,yes
young adult,20,100000,4,no
drama,100,80000,4,no
#N/A,90,60000,4,no
comedy,30,80000,4,no
young adult,70,100000,4,no
drama,30,80000,3.5,no
comedy,30,90000,4.5,no
mystery,80,100000,4,no
mystery,90,90000,4,no
#N/A,90,90000,4,no
sci-fi,100,90000,4,no
fantasy,400,80000,4,no
mystery,100,90000,4,no
romance,70,80000,4,no
fantasy,90,80000,4,no
sci-fi,200,90000,4,no
fantasy,90,100000,4,no
#N/A,40,80000,4,no
fantasy,50,100000,4.5,yes
fantasy,50,90000,4,no
mystery,90,100000,4,no
#N/A,40,80000,4,no
romance,60,90000,4.5,no
fantasy,60,100000,4.5,no
mystery,50,90000,3.5,no
fantasy,30,100000,4.5,no
young adult,60,80000,4,no
#N/A,200,70000,4,no
fantasy,50,100000,4,no
young adult,90,100000,4,yes
fantasy,60,100000,4,no
#N/A,80,70000,4,no
romance,40,80000,4.5,no
mystery,100,80000,4,no
young adult,80,90000,4,no
horror,90,100000,3.5,no
comedy,30,80000,4,no
romance,800,70000,4,yes
sci-fi,80,90000,4,no
young adult,100,90000,4,yes
comedy,20,70000,4,no
young adult,80,100000,4,no
comedy,40,90000,4,no
young adult,50,90000,4,no
thriller,60,50000,4,yes
fantasy,60,100000,4,no
young adult,80,100000,4,yes
romance,40,80000,4,no
drama,60,90000,4,yes
fantasy,10,80000,4,yes
fantasy,50,100000,3.5,no
fantasy,200,80000,4,no
horror,50,80000,4,no
mystery,100,80000,4,no
mystery,200,90000,4,no
young adult,30,90000,4,no
#N/A,40,80000,4,no
young adult,60,100000,4,no
young adult,60,100000,4,no
romance,80,90000,4,no
mystery,700,90000,4,yes
mystery,80,70000,4,no
young adult,50,100000,4,no
mystery,60,100000,4,no
#N/A,60,80000,4,no
#N/A,80,90000,4,no
fantasy,60,100000,4,yes
fantasy,70,80000,4,no
romance,50,80000,3.5,no
romance,700,90000,4,yes
sci-fi,100,70000,4,no
horror,100,70000,4,yes
drama,50,80000,3.5,no
fantasy,30,100000,4,no
#N/A,100,80000,4,no
fantasy,100,70000,3.5,yes
young adult,30,100000,4,no
romance,0,70000,4.5,no
mystery,100,70000,4,no
crime,50,80000,4,no
drama,500,80000,4,no
romance,20,70000,3.5,no
fantasy,70,100000,4,no
young adult,80,90000,4,no
drama,800,90000,4,yes
fantasy,100,90000,4,no
horror,40,80000,4,no
mystery,100,80000,4,no
mystery,90,60000,4,no
young adult,60,100000,4,no
young adult,500,80000,4,no
young adult,30,90000,4,no
comedy,20,70000,4,no
#N/A,50,70000,4,no
drama,90,70000,4,yes
#N/A,1000,40000,4.5,no
thriller,100,70000,4.5,no
drama,50,90000,4,no
comedy,40,70000,4,no
romance,60,80000,4,no
romance,80,80000,4,no
fantasy,100,80000,4,no
fantasy,80,80000,4.5,no
romance,50,80000,4,yes
fairy-tales,500,90000,4.5,yes
young adult,20,80000,4.5,no
romance,40,80000,4.5,no
romance,40,80000,3.5,no
young adult,10,100000,4,no
#N/A,1000,70000,4,no
romance,400,100000,4,yes
crime,40,70000,4,no
fantasy,50,60000,4,yes
thriller,100,80000,3.5,no
young adult,70,100000,3.5,no
fantasy,60,90000,4,no
fantasy,900,90000,4,no
horror,100,70000,4,no
young adult,60,100000,4,no
horror,0,80000,4,no
horror,70,70000,3.5,no
romance,20,70000,3.5,no
romance,30,90000,4,no
fantasy,50,90000,4.5,no
fantasy,100,100000,4,no
fantasy,0,100000,4,no
romance,20,100000,4.5,no
romance,100,80000,4,yes
horror,40,80000,4,yes
romance,60,80000,4,yes
romance,40,90000,4,no
#N/A,1000,70000,4,no
drama,70,70000,4,no
fantasy,100,90000,4,no
mystery,100,80000,4,yes
horror,100,90000,3.5,yes
young adult,50,100000,4,no
#N/A,30,90000,4,no
sci-fi,0,70000,4.5,no
romance,50,100000,4,no
romance,50,80000,4,no
drama,50,80000,3.5,no
young adult,40,80000,4,no
young adult,80,100000,4,no
crime,50,40000,4,no
drama,70,80000,3.5,yes
thriller,100,70000,4,yes
mystery,50,100000,4,no
fantasy,60,70000,4,no
fantasy,40,80000,4,no
#N/A,40,70000,4,yes
fantasy,100,90000,4,no
comedy,30,70000,4,no
#N/A,90,70000,4,no
thriller,80,80000,4.5,yes
drama,30,80000,4,no
thriller,200,80000,4,yes
drama,200,80000,4,yes
comedy,30,70000,3.5,no
young adult,80,100000,4,no
fantasy,60,70000,4,no
romance,40,100000,4,no
young adult,80,80000,4,yes
fantasy,2000,70000,4,no
#N/A,70,70000,4,no
young adult,40,100000,4.5,no
young adult,50,100000,4.5,no
romance,70,80000,4,no
young adult,100,100000,4,no
suspense,100,50000,3.5,yes
crime,60,80000,3.5,no
fantasy,30,90000,4,no
mystery,100,90000,4,yes
romance,70,70000,4,yes
young adult,900,80000,4,yes
sci-fi,100,80000,4,no
romance,90,40000,4,no
mystery,50,90000,4,no
mystery,80,80000,4,no
fantasy,30,80000,4.5,no
romance,400,80000,4,no
young adult,50,80000,4,no
drama,70,90000,3.5,yes
romance,10,60000,4,no
#N/A,100,70000,4,no
#N/A,100,50000,4,no
romance,50,80000,4,no
sci-fi,90,80000,4,no
young adult,90,90000,4.5,yes
young adult,50,80000,4,no
young adult,80,80000,4,no
mystery,40,70000,4,no
fantasy,70,90000,4,no
young adult,10,80000,4,no
drama,60,70000,4.5,no
sci-fi,20,80000,4,no
fantasy,50,70000,4,no
fantasy,60,90000,4,no
romance,90,80000,4,yes
young adult,40,100000,4.5,no
sci-fi,900,80000,3.5,yes
fantasy,100,60000,4,no
romance,30,60000,3.5,no
young adult,600,80000,4,no
thriller,100,80000,4,no
romance,50,90000,4,yes
young adult,200,100000,4,yes
young adult,90,80000,4,yes
drama,60,60000,3.5,no
sci-fi,50,70000,3.5,no
#N/A,800,80000,3.5,no
young adult,40,80000,4,no
young adult,20,80000,4,no
horror,70,80000,4,yes
fantasy,40,70000,4,no
romance,40,100000,4,no
romance,50,70000,3.5,no
young adult,50,70000,4,no
fantasy,90,90000,4,yes
sci-fi,80,70000,4.5,no
#N/A,80,30000,4,no
young adult,80,100000,4,no
mystery,70,90000,4,no
young adult,40,100000,4,no
fantasy,40,80000,4.5,no
fantasy,40,90000,4,yes
fantasy,70,70000,4.5,no
romance,50,70000,3.5,no
mystery,60,90000,4,no
young adult,60,90000,4,no
horror,40,70000,4,yes
sci-fi,90,80000,4.5,no
horror,60,70000,3.5,no
romance,100,70000,4,no
#N/A,50,60000,4,no
mystery,300,60000,4,no
mystery,10,70000,4,no
crime,20,70000,4,no
drama,70,60000,4,no
fantasy,90,80000,4,no
young adult,60,90000,4,no
thriller,100,70000,3.5,no
fantasy,80,70000,4,no
thriller,100,80000,4,no
horror,100,80000,4,no
fantasy,60,70000,4,no
#N/A,100,60000,4,no
young adult,40,90000,4,no
#N/A,60,70000,4,no
fantasy,200,80000,4,yes
fantasy,50,70000,4,no
young adult,70,80000,3.5,no
young adult,70,70000,4.5,no
romance,60,100000,4,no
young adult,100,80000,4,no
fantasy,70,80000,4.5,no
mystery,60,70000,4,no
fantasy,100,70000,4,no
sci-fi,100,70000,4,no
sci-fi,60,70000,4,no
fantasy,40,100000,4.5,yes
young adult,30,90000,4.5,no
#N/A,50,80000,4,no
mystery,50,90000,4,no
romance,40,70000,4,no
thriller,70,70000,4,no
romance,100,60000,4,no
romance,70,60000,4,no
comedy,40,80000,4,no
fantasy,60,90000,4,no
fantasy,0,80000,4.5,no
romance,50,70000,4.5,no
young adult,40,100000,4,no
#N/A,50,70000,4,no
fantasy,50,70000,4,no
young adult,60,80000,4,yes
fantasy,800,80000,4,no
romance,60,70000,4,no
fantasy,100,60000,3.5,no
fantasy,40,60000,4,no
young adult,50,80000,4,no
young adult,50,90000,4,no
fantasy,100,90000,4,no
mystery,20,80000,4.5,no
thriller,100,70000,4,no
young adult,70,90000,4,no
young adult,60,80000,4,no
romance,50,100000,4.5,no
horror,20,70000,4.5,no
mystery,40,90000,4,no
#N/A,80,60000,4,no
romance,40,100000,4,no
thriller,100,70000,3.5,no
young adult,60,90000,4,no
fantasy,80,70000,4,no
comedy,40,60000,4,no
drama,40,70000,4,no
thriller,100,70000,4,yes
young adult,60,90000,4,no
#N/A,90,60000,4,no
fantasy,40,80000,4.5,no
mystery,60,90000,4,no
thriller,70,60000,3.5,no
comedy,60,70000,3.5,no
young adult,40,100000,4.5,no
#N/A,60,60000,4,no
#N/A,70,60000,4,no
mystery,80,70000,3.5,no
sci-fi,80,60000,4,no
#N/A,70,70000,4.5,no
#N/A,1000,60000,4,no
young adult,40,70000,4,no
drama,70,70000,3.5,no
mystery,40,70000,3.5,no
comedy,100,60000,4,no
romance,100,70000,4,yes
mystery,100,70000,4.5,no
fantasy,50,70000,4.5,no
fantasy,70,80000,4,yes
fantasy,100,90000,4,no
young adult,30,80000,4,no
mystery,60,70000,4,no
#N/A,50,60000,4,no
fantasy,1000,70000,4,yes
mystery,0,50000,4,no
#N/A,50,70000,4,no
#N/A,80,60000,4,no
comedy,50,70000,4.5,no
sci-fi,100,70000,4,no
#N/A,30,70000,4,yes
fantasy,60,70000,3.5,no
fantasy,70,100000,4,no
fantasy,50,100000,4.5,no
fantasy,70,80000,4.5,yes
fantasy,300,60000,4.5,no
horror,40,80000,4,yes
fantasy,30,80000,4.5,no
sci-fi,60,60000,4.5,no
fantasy,60,70000,4.5,no
fantasy,100,80000,4,no
#N/A,60,70000,4,no
mystery,10,60000,4,no
fantasy,60,70000,4.5,no
horror,80,50000,4,no
fantasy,40,80000,4,yes
young adult,40,40000,4,yes
fantasy,70,80000,4.5,no
young adult,70,90000,4,no
fantasy,20,70000,4.5,no
young adult,40,100000,4.5,no
horror,30,80000,4,no
young adult,10,70000,4.5,no
fantasy,70,60000,4.5,no
fantasy,200,70000,4,no
thriller,100,60000,4,yes
fantasy,60,80000,4.5,no
horror,100,70000,4,no
mystery,100,70000,4,no
fantasy,60,70000,4,no
fantasy,30,80000,4.5,no
drama,10,70000,4,no
drama,100,70000,4,yes
young adult,70,80000,4,no
fantasy,100,80000,4,yes
fantasy,80,70000,4.5,no
young adult,50,70000,4,no
young adult,40,50000,4,no
#N/A,90,60000,4,no
horror,10,50000,4,yes
fantasy,60,80000,4,yes
fantasy,30,70000,4.5,no
young adult,80,80000,3.5,yes
young adult,70,70000,4,yes
mystery,0,60000,4.5,no
crime,70,70000,4,yes
mystery,100,70000,4,no
young adult,80,80000,4.5,no
fantasy,0,90000,4,no
horror,0,60000,4,no
young adult,30,70000,4,yes
#N/A,90,60000,4,no
fantasy,60,50000,4,no
drama,40,70000,4,no
young adult,40,60000,4,no
mystery,100,60000,4,no
horror,60,60000,3.5,no
mystery,50,80000,4,no
young adult,80,80000,4,no
comedy,20,60000,4,no
romance,200,70000,4,yes
fantasy,30,70000,4.5,no
mystery,100,60000,3.5,no
fantasy,70,80000,4,yes
young adult,80,100000,4,no
young adult,50,90000,3.5,no
fantasy,70,70000,4.5,no
fantasy,50,60000,4,no
#N/A,70,70000,4,no
fairy-tales,10,80000,4,no
horror,10,70000,4,yes
#N/A,30,70000,4,no
sci-fi,80,70000,4,no
romance,60,70000,4,no
mystery,100,60000,3.5,no
thriller,60,50000,4.5,yes
romance,20,50000,3,no
mystery,300,70000,4,yes
crime,100,70000,4,no
fantasy,40,70000,4.5,no
young adult,60,70000,4,no
romance,90,60000,4,no
#N/A,50,90000,4,no
young adult,40,90000,4.5,no
romance,90,60000,3.5,no
fantasy,60,70000,4,no
fantasy,20,60000,4.5,no
#N/A,0,60000,4,yes
comedy,90,60000,3.5,no
fantasy,40,60000,4,no
horror,100,70000,3.5,no
thriller,100,60000,4,no
young adult,60,70000,4,no
drama,50,60000,4,no
horror,80,70000,4,no
comedy,80,60000,4,no
fantasy,40,60000,4.5,no
romance,90,60000,3.5,no
fantasy,90,70000,4,yes
#N/A,1000,60000,3.5,no
mystery,40,90000,3.5,no
romance,1000,70000,3.5,yes
drama,100,70000,4,yes
comedy,90,70000,3.5,no
fantasy,40,90000,4,no
#N/A,40,60000,4,no
young adult,90,60000,3.5,no
drama,50,60000,4,no
#N/A,40,60000,4,no
romance,60,30000,3.5,no
fantasy,40,50000,4,no
young adult,90,50000,4,no
young adult,50,80000,4,yes
#N/A,30,50000,4,no
#N/A,60,70000,4,no
horror,100,70000,4,yes
comedy,60,70000,4,no
fantasy,30,70000,4.5,no
fantasy,10,60000,4.5,no
fantasy,50,80000,4,no
young adult,90,100000,4,yes
drama,400,70000,4,yes
drama,40,60000,4,no
fantasy,30,70000,4.5,no
romance,100,70000,3.5,yes
drama,100,60000,4,yes
romance,80,60000,4,no
comedy,80,60000,4,no
mystery,600,60000,4.5,no
mystery,60,50000,4,no
fantasy,60,70000,4,no
young adult,60,70000,4.5,yes
young adult,80,70000,4,yes
drama,90,60000,4,no
mystery,200,50000,4,no
romance,200,60000,4,yes
comedy,40,70000,4,no
romance,40,80000,4,no
fantasy,80,70000,4.5,yes
fantasy,70,50000,4.5,yes
romance,50,90000,4,no
fantasy,50,60000,4,no
romance,10,40000,3.5,no
young adult,50,80000,4,no
mystery,600,70000,4,no
#N/A,60,70000,4,no
fantasy,40,70000,4,no
fantasy,10,90000,4.5,no
fantasy,70,60000,3,yes
romance,20,50000,4,no
romance,50,80000,4.5,no
sci-fi,70,60000,4,no
mystery,90,60000,4,yes
fantasy,900,60000,4,no
#N/A,100,60000,4,no
fantasy,40,70000,4,no
young adult,90,70000,4,yes
horror,70,40000,4,no
sci-fi,100,60000,4,no
#N/A,60,60000,4,no
young adult,60,70000,4,yes
comedy,30,60000,4,no
young adult,10,60000,4,no
fantasy,50,50000,4.5,no
fantasy,90,70000,4,yes
horror,100,70000,4,yes
drama,50,70000,4.5,no
fantasy,100,60000,4,no
romance,60,70000,4,no
fantasy,70,90000,4,no
comedy,30,50000,4,no
young adult,60,60000,4.5,no
young adult,40,80000,4.5,yes
romance,200,50000,3.5,yes
#N/A,100,50000,4,no
mystery,60,70000,3.5,no
romance,600,60000,4,yes
fantasy,20,70000,4.5,no
fantasy,60,60000,4,no
drama,700,40000,4,yes
romance,50,80000,4.5,no
#N/A,90,60000,4,no
#N/A,60,60000,4,no
#N/A,100,50000,4,no
horror,80,60000,4,no
drama,300,60000,4,no
sci-fi,60,60000,4,no
sci-fi,100,70000,4,no
drama,400,70000,3.5,no
romance,90,60000,3.5,no
young adult,40,80000,4,no
#N/A,30,80000,4,no
fantasy,60,60000,4,no
young adult,800,70000,3,no
comedy,60,60000,4,no
fantasy,60,60000,4,no
fantasy,100,50000,3.5,yes
fantasy,20,80000,4,no
fantasy,80,70000,4,no
drama,50,60000,4,no
fantasy,70,70000,3.5,yes
thriller,90,60000,4,no
young adult,70,80000,4,no
fantasy,60,60000,4,no
drama,80,60000,4,no
drama,50,40000,3.5,no
fantasy,50,70000,4,no
young adult,40,80000,4,no
fantasy,40,80000,4,no
romance,40,80000,4,no
mystery,90,50000,4,no
drama,100,50000,4,no
fantasy,100,70000,4.5,no
fantasy,40,60000,4,no
romance,50,60000,3,no
fantasy,50,70000,4,no
young adult,60,80000,4,no
young adult,40,80000,4,no
thriller,60,60000,4,no
#N/A,60,60000,4.5,yes
fantasy,50,70000,4,no
young adult,70,60000,4,no
horror,700,60000,3.5,yes
young adult,40,90000,4.5,no
#N/A,50,60000,4,no
young adult,40,60000,4.5,no
young adult,60,80000,4,no
fantasy,70,50000,4,no
romance,300,60000,4,yes
romance,30,70000,4.5,no
thriller,60,30000,4,yes
thriller,80,60000,4,yes
mystery,80,70000,3,no
romance,500,70000,3.5,yes
drama,30,60000,4,no
romance,20,80000,4.5,no
young adult,0,70000,4,no
#N/A,50,50000,4,no
fantasy,100,60000,3.5,yes
fantasy,50,70000,4.5,no
mystery,100,60000,3.5,no
sci-fi,100,60000,4,no
romance,80,60000,4,no
horror,80,60000,4,no
#N/A,60,60000,4.5,no
horror,80,60000,4,yes
comedy,20,60000,4,no
drama,600,70000,3.5,no
drama,50,60000,4,no
drama,90,60000,4,yes
young adult,30,60000,3.5,yes
drama,40,70000,4,no
young adult,80,90000,4,no
thriller,90,50000,4,yes
#N/A,40,50000,4,no
fantasy,50,70000,3.5,no
horror,90,60000,4,no
young adult,50,80000,4,no
fantasy,100,70000,4,no
thriller,80,60000,3.5,no
fantasy,60,60000,4,no
romance,60,70000,4,no
#N/A,100,40000,4.5,no
mystery,80,40000,3.5,no
young adult,80,60000,4.5,yes
mystery,200,60000,4,yes
romance,50,60000,4,no
thriller,100,60000,4,no
#N/A,100,50000,4,no
fantasy,20,70000,4.5,no
fantasy,80,70000,4.5,no
young adult,10,60000,4.5,no
romance,900,70000,4,no
mystery,40,80000,4,no
mystery,100,60000,4,no
young adult,40,80000,4,no
young adult,20,50000,4.5,no
romance,40,50000,4,yes
young adult,50,80000,4,no
romance,80,50000,4,no
#N/A,100,50000,4,no
young adult,40,70000,4,no
#N/A,60,50000,4,no
young adult,100,70000,4,yes
thriller,80,50000,4,no
romance,40,60000,4.5,no
fantasy,10,60000,4.5,yes
sci-fi,100,50000,4,yes
#N/A,60,60000,4,no
fantasy,800,50000,4,yes
mystery,40,50000,4.5,yes
drama,200,50000,4,no
#N/A,80,50000,4,no
fantasy,10,60000,4.5,yes
mystery,50,70000,4,yes
sci-fi,10,60000,4,no
fantasy,100,60000,4,no
fantasy,30,60000,4.5,no
mystery,800,60000,4,no
fantasy,30,70000,4,no
horror,60,60000,3.5,yes
fantasy,70,70000,4,no
fantasy,40,70000,4,no
fantasy,30,80000,4.5,no
young adult,50,70000,4,no
fantasy,60,60000,4,no
young adult,50,70000,4,no
mystery,60,60000,3.5,no
horror,100,60000,4,yes
drama,90,60000,4,no
thriller,70,50000,4,no
young adult,30,60000,4,no
sci-fi,60,50000,4,no
sci-fi,40,60000,4,no
mystery,10,40000,4,no
fantasy,40,60000,4,no
romance,70,60000,4,yes
young adult,100,60000,4,no
young adult,40,80000,4.5,no
young adult,60,70000,4,no
fantasy,40,80000,4.5,no
fantasy,20,60000,4.5,no
romance,60,60000,3.5,no
young adult,50,60000,4.5,no
sci-fi,60,50000,4.5,no
romance,50,60000,4,no
sci-fi,200,60000,4,yes
crime,70,50000,4,no
drama,40,50000,4,no
fantasy,200,70000,4,yes
fantasy,100,50000,3.5,no
#N/A,300,60000,4,no
fantasy,40,60000,4,no
romance,700,60000,4,no
young adult,30,70000,4,no
fantasy,50,90000,4.5,no
young adult,40,70000,3.5,no
#N/A,40,50000,4,no
young adult,50,50000,4,no
#N/A,40,50000,4,no
romance,40,40000,4.5,no
fantasy,0,50000,4,no
drama,20,60000,4,no
sci-fi,90,50000,4,no
sci-fi,90,50000,3.5,no
young adult,50,60000,4,no
#N/A,600,60000,4,no
romance,80,60000,4,no
romance,700,50000,3.5,no
fantasy,40,50000,4,yes
#N/A,40,20000,4,no
#N/A,200,50000,4,no
romance,60,60000,4,no
fantasy,30,60000,4,no
sci-fi,20,50000,4.5,no
drama,50,50000,3.5,no
fantasy,70,70000,4,no
fantasy,30,60000,4.5,no
young adult,700,60000,4,no
romance,60,50000,3.5,yes
fantasy,70,70000,4,no
mystery,40,70000,4,no
young adult,200,70000,4,yes
young adult,60,80000,4,no
romance,50,30000,4,no
fantasy,20,60000,4,no
mystery,60,50000,4,no
fantasy,60,50000,4,no
comedy,30,50000,3.5,yes
romance,30,80000,4,no
romance,100,50000,4,no
sci-fi,100,50000,4,yes
#N/A,100,50000,4,no
fantasy,80,60000,4,no
young adult,60,80000,4,yes
romance,50,40000,3.5,no
horror,70,50000,4,no
#N/A,80,60000,4,no
romance,80,60000,3.5,no
mystery,70,60000,4,no
romance,70,60000,4,no
drama,70,60000,4,no
horror,100,50000,4,yes
young adult,60,70000,4,no
horror,10,60000,4.5,no
young adult,80,70000,4,yes
horror,80,60000,4,yes
young adult,40,70000,4,no
#N/A,100,50000,4.5,no
fantasy,100,60000,4.5,no
romance,40,50000,4.5,no
young adult,50,70000,4,no
fantasy,3000,30000,4,no
fantasy,70,60000,4,no
fantasy,80,60000,4,no
fantasy,40,60000,4,no
sci-fi,40,40000,4,no
sci-fi,40,50000,3.5,no
fantasy,40,50000,4,no
mystery,100,60000,4,no
mystery,100,50000,3.5,no
#N/A,80,50000,4.5,no
mystery,50,70000,4,no
sci-fi,60,60000,4,no
fantasy,70,80000,4,no
young adult,50,60000,4,no
drama,90,50000,4,yes
young adult,30,40000,3.5,no
mystery,60,60000,4,yes
young adult,50,60000,4,yes
fantasy,40,80000,4,no
mystery,100,50000,4,no
young adult,50,70000,4,no
mystery,40,50000,4,no
romance,40,40000,4.5,no
mystery,50,50000,3.5,yes
romance,50,50000,4,yes
#N/A,200,50000,4,no
romance,70,60000,4,yes
romance,30,50000,4,no
young adult,30,70000,4,no
fantasy,10,60000,4.5,no
thriller,90,40000,4,no
fantasy,50,50000,4,no
romance,80,50000,4,no
romance,70,50000,4,yes
fantasy,50,50000,4,no
fantasy,10,60000,4.5,no
#N/A,60,50000,4,no
mystery,30,50000,3.5,no
mystery,80,60000,4,no
fantasy,70,60000,4,no
fantasy,40,60000,4,no
fantasy,50,70000,4,no
young adult,70,60000,4,no
fantasy,100,60000,4,no
romance,30,80000,4,no
horror,20,50000,4,no
romance,600,60000,4,no
young adult,60,60000,4,yes
romance,30,70000,4.5,no
young adult,50,70000,4,no
fantasy,30,70000,4,no
romance,20,90000,4,no
#N/A,20,50000,3.5,no
romance,40,40000,4,no
fantasy,70,70000,4,no
fantasy,30,70000,4,no
fantasy,20,60000,4.5,no
fantasy,50,80000,4.5,no
romance,500,60000,4,yes
horror,300,60000,4.5,no
horror,20,60000,4,no
mystery,50,50000,4,no
romance,10,40000,4,no
comedy,20,50000,4.5,no
young adult,40,60000,4,no
