author,rounded_rating,rounded_ratings_count,adapted
"Bernhard Schlink, Carol Brown Janeway",4,100000,no
"Bill Martin Jr., Eric Carle",4,100000,no
Dan Simmons,4,100000,no
John Steinbeck,3,100000,no
William Peter Blatty,4,100000,yes
Stephenie Meyer,4,100000,no
David Guterson,4,100000,no
Alex Haley,4,100000,no
"Alan Moore, Brian Bolland, Tim Sale",4,100000,no
Ralph Ellison,4,100000,no
Ishmael Beah,4,100000,no
Robert C. O'Brien,4,100000,yes
Stephen King,4,100000,yes
"Laura Ingalls Wilder, Garth Williams",4,100000,no
Melissa Bank,3,100000,no
Hugh Howey,4,80000,no
Christopher Moore,4,100000,no
Eckhart Tolle,4,100000,no
Jenny  Lawson,4,100000,no
Scott Lynch,4,100000,no
Garth Nix,4,100000,no
Charlaine Harris,4,100000,no
Jodi Picoult,4,100000,no
Jennifer L. Armentrout,4,200000,no
Douglas Adams,4,100000,no
Sarah J. Maas,4,200000,no
Bryan Lee O'Malley,4,100000,no
Jeannette Walls,4,100000,no
Terry Pratchett,4,100000,no
Julie Kagawa,4,200000,no
Larry McMurtry,4,100000,no
Mary Roach,4,100000,no
Richelle Mead,4,100000,no
Orson Scott Card,4,100000,no
Sophie Kinsella,4,100000,no
Thomas Keneally,4,100000,yes
Toni Morrison,4,100000,no
Philippa Gregory,4,100000,no
"Malcolm X, Alex Haley",4,100000,no
"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",4,100000,no
Laura Hillenbrand,4,100000,no
Dennis Lehane,4,100000,yes
Arthur Conan Doyle,5,100000,no
"William Shakespeare, Roma Gill",4,100000,no
Erik Larson,4,100000,no
"Plato, Desmond Lee",4,100000,no
William Shakespeare,4,100000,no
Marissa Meyer,4,200000,no
Patti Smith,4,100000,no
Phaidon Press,4,100000,no
Jane Green,4,100000,no
"Victor Hugo, Walter J. Cobb",4,100000,yes
Rohinton Mistry,4,100000,no
"Bill Watterson, G.B. Trudeau",5,100000,no
Scott Westerfeld,4,100000,no
Kate Chopin,4,100000,no
"P.C. Cast, Kristin Cast",4,100000,no
Mitch Albom,4,100000,no
Tom Clancy,4,100000,yes
Shel Silverstein,4,100000,no
Justin Halpern,4,100000,no
"Irvine Welsh, Eric Lindor Fall",4,60000,yes
Isaac Asimov,4,100000,no
Miguel Ruiz,4,100000,no
Jodi Picoult,4,100000,no
"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",4,100000,no
E.L. Konigsburg,4,100000,yes
Stephen King,4,100000,no
Nick Hornby,4,100000,yes
Samantha Young,4,100000,no
"Francis Chan, Danae Yankoski, Chris Tomlin",4,100000,no
Dr. Seuss,4,100000,no
Dean Koontz,4,100000,no
Helen Keller,4,100000,no
Jonathan Tropper,4,100000,no
Seth Grahame-Smith,4,100000,no
"Natsuki Takaya, Alethea Nibley, Athena Nibley",4,100000,no
William Shakespeare,4,100000,no
"P.C. Cast, Kristin Cast",4,100000,no
"Stephen King, Dave McKean",4,100000,no
Dave Eggers,3,100000,yes
Brian Selznick,4,100000,no
"Aldous Huxley, Christopher Hitchens",4,100000,no
Bisco Hatori,4,100000,no
Mary Kubica,4,100000,no
Abbi Glines,4,100000,no
Rainbow Rowell,4,100000,no
"P.C. Cast, Kristin Cast",4,100000,no
Cormac McCarthy,4,100000,yes
Hilary Mantel,4,100000,no
Diana Wynne Jones,4,100000,yes
"Stephen King, William Olivier Desmond",4,100000,no
Henry David Thoreau,4,100000,no
Kazuo Ishiguro,4,100000,no
Nicholas Sparks,4,100000,no
Julian Barnes,4,90000,no
Sue Grafton,4,100000,no
"Sophocles, J.E. Thomas",4,100000,no
Lisa See,4,100000,no
"Kenneth Grahame, Gillian Avery",4,100000,yes
Jenny Han,4,100000,no
"Marjane Satrapi, Mattias Ripa",4,100000,no
E.M. Forster,4,100000,no
Kody Keplinger,4,100000,no
Sarah Dessen,4,100000,no
J.D. Robb,4,80000,no
John Grisham,4,100000,no
Stephenie Meyer,4,100000,no
"Masashi Kishimoto, Katy Bridges",4,100000,no
Rachel Joyce,4,90000,no
David Levithan,4,100000,yes
Orson Scott Card,4,100000,no
"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",4,100000,no
James Clavell,4,100000,no
J.R. Ward,4,100000,no
Sarah J. Maas,4,200000,yes
E.L. James,4,80000,no
"Bill Martin Jr., John Archambault, Lois Ehlert",4,100000,no
Raina Telgemeier,4,100000,no
"George Orwell, Christopher Hitchens",4,100000,yes
Jacquelyn Mitchard,4,100000,yes
Amy Tan,4,100000,no
Louise Rennison,4,100000,no
Robin Sloan,4,100000,no
V.C. Andrews,4,100000,yes
"Paul Kalanithi, Abraham Verghese",4,100000,no
Jerry Spinelli,4,100000,yes
Chuck Palahniuk,4,50000,no
William Shakespeare,4,100000,no
Lois Lowry,4,100000,no
Ellen Raskin,4,100000,yes
Pierce Brown,4,100000,no
Brent Weeks,4,100000,no
Barbara Kingsolver,4,100000,no
Jamie McGuire,4,100000,no
Brandon Sanderson,5,70000,no
"Sam McBratney, Anita Jeram",4,100000,no
Diana Gabaldon,4,100000,no
"Stephen King, John D. MacDonald",4,100000,no
Peter Benchley,4,100000,yes
Nicole Krauss,4,100000,no
"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",4,100000,no
"Muriel Barbery, Alison Anderson",4,100000,no
"Doris Kearns Goodwin, Suzanne Toren",4,100000,no
Charlaine Harris,4,100000,no
"Albert Camus, Stuart Gilbert",4,100000,no
"Lemony Snicket, Brett Helquist",4,100000,no
Susannah Cahalan,4,90000,no
Melissa Marr,4,100000,no
H.A. Rey,4,100000,no
"Michael Ende, Ralph Manheim, Roswitha Quadflieg",4,100000,yes
Sylvia Nasar,4,100000,yes
"Upton Sinclair, Earl Lee, Kathleen DeGrave",4,100000,no
Kelley Armstrong,4,100000,no
Oliver Sacks,4,100000,no
Ken Follett,4,90000,no
Margaret Atwood,4,100000,no
Ransom Riggs,4,70000,no
Andre Dubus III,4,60000,no
M.R. Carey,4,100000,no
William Faulkner,4,100000,no
Crockett Johnson,4,100000,no
J.R. Ward,4,100000,no
Isaac Asimov,4,100000,no
Jim Butcher,4,100000,no
Malcolm Gladwell,4,90000,no
"Hiromu Arakawa, Akira Watanabe",4,90000,no
Terry Pratchett,4,100000,no
Joan Didion,4,90000,no
Lionel Shriver,4,100000,no
Arthur C. Clarke,4,90000,no
Anne Rice,4,100000,yes
"Edith Wharton, Maureen Howard",4,100000,no
Richard Dawkins,4,100000,no
Geraldine Brooks,4,100000,no
Michael Connelly,4,100000,no
Ayn Rand,4,100000,no
Sylvain Reynard,4,100000,no
"Judi Barrett, Ron Barrett",4,100000,no
Helen Simonson,4,100000,no
Nora Roberts,4,100000,no
Jodi Picoult,3,100000,no
Rick Riordan,4,100000,no
John Scalzi,4,100000,no
Stephen King,3,100000,yes
Janet Evanovich,4,100000,no
"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",4,100000,no
Joe Haldeman,4,90000,yes
"Stephen King, Bettina Blanch Tyroller",4,100000,no
Azar Nafisi,4,90000,yes
Joe Abercrombie,4,100000,no
Eoin Colfer,4,100000,no
Annie Proulx,4,100000,no
"Marie Kondō, Cathy Hirano",4,100000,no
"Jennifer Niven, فرانک معنوی",4,100000,yes
Kathy Reichs,4,100000,no
Michael Scott,4,60000,no
Jeffrey Eugenides,3,90000,no
"Isabel Allende, Margaret Sayers Peden",4,90000,no
Jessica Knoll,3,80000,no
Ellen Hopkins,4,100000,no
Maggie Stiefvater,4,100000,no
Richard Matheson,4,100000,yes
Elizabeth Strout,4,90000,yes
"Lena Dunham, Joana Avillez",3,90000,no
James C. Collins,4,90000,no
Kristin Cashore,4,100000,no
Samuel Beckett,4,100000,no
Jack London,4,100000,yes
"Stephen King, Bernie Wrightson",4,100000,no
Philip Pullman,4,90000,no
J.A. Redmerski,4,100000,no
Kimberly McCreight,4,90000,no
Jojo Moyes,4,90000,no
Michael Cunningham,4,100000,yes
Alice Clayton,4,100000,no
David Sedaris,4,80000,no
Stephen King,4,90000,no
Lauren Kate,4,100000,no
James Dashner,4,100000,no
Susan Ee,4,70000,no
Richard Russo,4,90000,no
Robert Jordan,4,90000,no
Jandy Nelson,4,100000,no
Chuck Palahniuk,4,50000,no
Sophie Kinsella,4,100000,no
Stephen King,4,90000,yes
Catherine Hardwicke,4,90000,no
Sophie Kinsella,4,90000,no
Richard Feynman,4,90000,no
Maggie Stiefvater,4,100000,no
L.M. Montgomery,4,90000,no
"James Joyce, Seamus Deane",4,90000,no
"Robert Jordan, Brandon Sanderson",4,90000,yes
"George Eliot, Michel Faber",4,100000,no
Colleen Hoover,4,100000,no
John Grisham,4,90000,no
J.R.R. Tolkien,5,90000,yes
S.C. Stephens,4,90000,no
Scott Turow,4,90000,no
Stephen King,4,90000,no
Stacy Schiff,4,70000,yes
Thomas L. Friedman,4,80000,no
Brandon Sanderson,4,80000,no
"Marcus Pfister, J. Alison James",4,100000,no
Jules Verne,4,90000,yes
Gretchen Rubin,4,90000,no
Philip K. Dick,4,80000,no
"Vincent Bugliosi, Curt Gentry",4,90000,no
"Robert Kapilow, Dr. Seuss",4,90000,no
"Dante Alighieri, Anthony M. Esolen",4,90000,no
Deborah Harkness,4,100000,no
Jodi Picoult,4,80000,no
Patricia Briggs,4,100000,no
Melissa de la Cruz,4,100000,no
Caleb Carr,4,100000,no
Ta-Nehisi Coates,4,70000,no
"John Milton, John      Leonard",4,100000,no
Michael   Lewis,4,40000,no
Stephen King,4,100000,no
"Patrick Ness, Jim Kay, Siobhan Dowd",4,100000,yes
"Robert Jordan, Brandon Sanderson",4,90000,no
Frederick Forsyth,4,90000,no
"Jason Fried, David Heinemeier Hansson",4,90000,no
Rainbow Rowell,4,100000,no
"Stephenie Meyer, Ilyana Kadushin, Matt Walters",4,90000,no
Carol Rifka Brunt,4,90000,no
James Herriot,4,60000,no
Michelle Hodkin,4,80000,no
Janet Evanovich,4,100000,no
Emmuska Orczy,4,90000,no
"Jon Stone, Michael J. Smollin",4,100000,no
Judy Blume,4,100000,no
Leigh Bardugo,4,100000,no
"Herman Koch, Sam Garrett",3,70000,no
Marie Lu,4,100000,no
Carl Sagan,4,90000,no
Stephanie Perkins,4,100000,no
Zadie Smith,4,80000,no
"Chris Kyle, Scott McEwen, Jim DeFelice",4,60000,no
Chelsea Handler,4,80000,no
Pittacus Lore,4,100000,no
Meg Wolitzer,4,80000,no
Bill Watterson,5,90000,no
Geraldine Brooks,4,100000,no
Kate Morton,4,90000,no
Better Homes and Gardens,4,90000,no
Douglas Adams,4,90000,no
"Hermann Hesse, Basil Creighton",4,80000,no
Tess Gerritsen,4,90000,no
Jojo Moyes,4,80000,no
Robin Hobb,4,80000,no
Arthur C. Clarke,4,90000,no
"Kate DiCamillo, Timothy Basil Ering",4,100000,no
"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",4,80000,no
Sarah J. Maas,5,100000,no
Robert Jordan,4,90000,no
Alan Bradley,4,100000,no
Donald Miller,4,80000,no
Diana Gabaldon,4,90000,no
Rick Riordan,4,100000,no
Liane Moriarty,4,90000,no
"Brian K. Vaughan, Fiona Staples",4,100000,no
Chad Harbach,4,80000,no
Ernest Hemingway,4,70000,no
Brandon Mull,4,100000,no
"Lemony Snicket, Brett Helquist",4,100000,no
Jim Butcher,4,100000,no
Walter Isaacson,4,70000,no
S.C. Stephens,4,80000,no
John Grisham,4,80000,no
Mildred D. Taylor,4,90000,no
"Seth Grahame-Smith, Jane Austen",3,100000,no
David Sedaris,4,80000,no
"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",4,70000,no
Douglas Adams,4,90000,no
Jeff Kinney,4,90000,no
Mindy Kaling,4,70000,no
Veronica Roth,4,100000,no
"Aziz Ansari, Eric Klinenberg",4,90000,no
"Katherine Applegate, Patricia Castelao",4,90000,no
Sebastian Junger,4,50000,no
Brandon Sanderson,4,100000,no
Patrick Ness,4,100000,yes
Jim Fergus,4,80000,no
Jodi Picoult,4,90000,no
"Stephen King, Darrel Anderson",4,80000,no
Ally Condie,4,100000,no
Salman Rushdie,4,80000,no
Max Brooks,4,80000,no
John Grisham,4,80000,no
Agatha Christie,4,90000,no
Margaret Peterson Haddix,4,90000,no
Michael Pollan,4,80000,no
Elizabeth George Speare,4,100000,no
Kiera Cass,4,100000,no
Sophie Kinsella,4,90000,no
"Wilkie Collins, Matthew Sweet",4,90000,no
"Robert Galbraith, J.K. Rowling",4,70000,no
Jenny Han,4,100000,no
Janet Evanovich,4,100000,no
James McBride,4,80000,no
"Steven D. Levitt, Stephen J. Dubner",4,90000,no
Karen Marie Moning,4,100000,no
Terry Goodkind,4,80000,no
Emily Giffin,4,80000,no
"William Makepeace Thackeray, John Carey",4,90000,no
Kurt Vonnegut Jr.,4,70000,no
"Stephen King, Dominique Dill",4,70000,no
Cynthia D'Aprix Sweeney,3,80000,no
"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",4,100000,no
David    Allen,4,80000,no
James Redfield,4,70000,no
Huntley Fitzpatrick,4,100000,no
Ken Follett,4,70000,no
"Haruki Murakami, Philip Gabriel",4,70000,no
Alice Sebold,4,80000,no
Virginia Woolf,4,80000,no
Chetan Bhagat,3,70000,no
Laurell K. Hamilton,4,100000,no
Markus Zusak,4,90000,no
"Thomas Hardy, Rosemarie Morgan, Shannon Russell",4,90000,no
Terry Pratchett,4,90000,no
Mark Z. Danielewski,4,80000,no
Patricia Cornwell,4,80000,no
John Grisham,4,60000,no
"P.C. Cast, Kristin Cast",4,100000,no
Willa Cather,4,80000,no
Susan Beth Pfeffer,4,90000,no
"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",4,70000,no
"Don Piper, Cecil Murphey",4,70000,no
Nicholas Sparks,4,70000,no
"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",4,40000,no
Jeffrey Archer,4,70000,no
Jodi Picoult,4,90000,no
Augusten Burroughs,4,70000,no
James Patterson,4,80000,no
E.L. James,4,80000,no
Frank Herbert,4,80000,no
C.S. Lewis,4,80000,no
Jennifer Weiner,4,80000,no
"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",4,90000,yes
Mark Cotta Vaz,4,80000,no
Colleen Hoover,4,80000,no
Jane Green,3,80000,no
L.M. Montgomery,4,100000,no
"Friedrich Nietzsche, Walter Kaufmann",4,70000,no
"Elizabeth Gaskell, Alan Shelston",4,100000,no
Jaycee Dugard,4,70000,no
Amish Tripathi,4,60000,no
Michael Crichton,4,80000,no
Lauren Oliver,4,100000,no
Robert Jordan,4,90000,no
"Aesop, Laura Harris, Laura Gibbs",4,90000,no
Cormac McCarthy,4,70000,no
Becca Fitzpatrick,4,100000,no
Stephen King,4,80000,no
Chuck Palahniuk,4,70000,no
Chetan Bhagat,3,70000,no
"Matsuri Hino, Tomo Kimura",4,90000,no
Jim Butcher,4,90000,no
"Anne McCaffrey, Teodor Panasiński",4,100000,no
"John D. Rateliff, J.R.R. Tolkien",4,100000,no
Colleen Hoover,4,100000,no
Joanne Harris,4,80000,yes
Jay Anson,4,80000,no
Michael Ondaatje,4,80000,yes
Sylvain Reynard,4,90000,no
"James Joyce, Jeri Johnson",4,70000,no
Colum McCann,4,70000,no
Eoin Colfer,4,90000,no
Harlan Coben,4,80000,no
Stephen King,3,90000,no
Rachel Hawkins,4,100000,no
Austin Kleon,4,90000,no
Neal Stephenson,4,70000,no
Christina Lauren,4,100000,no
Barbara Kingsolver,4,80000,no
Joyce Carol Oates,4,80000,no
Scott McCloud,4,80000,no
"Kami Garcia, Margaret Stohl",4,100000,no
Jon Ronson,4,40000,no
Jodi Picoult,4,80000,no
David Baldacci,4,70000,no
Janet Evanovich,4,100000,no
Mitch Albom,4,70000,no
Christopher Moore,4,80000,no
Michael   Lewis,4,70000,no
Jonathan Stroud,4,90000,no
"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",4,70000,no
"Kenneth H. Blanchard, Spencer Johnson",4,70000,no
Leon Uris,4,80000,no
Ursula Hegi,4,80000,no
Raymond Chandler,4,80000,yes
John Steinbeck,4,80000,no
Ellen DeGeneres,4,70000,no
"Lemony Snicket, Brett Helquist",4,100000,no
Eowyn Ivey,4,70000,no
"J. Lynn, Jennifer L. Armentrout",4,100000,no
Jeff Kinney,4,80000,no
"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",4,70000,no
"Benjamin Hoff, Ernest H. Shepard",4,70000,no
Jennifer L. Armentrout,4,100000,no
Tahereh Mafi,4,100000,no
Sarah Dunant,4,80000,no
Eoin Colfer,4,100000,no
"David Lagercrantz, Stieg Larsson, George Goulding",4,50000,yes
Emma Cline,3,80000,no
Shannon Hale,4,90000,no
Dennis Lehane,4,90000,no
Isaac Marion,4,70000,no
"Mark Twain, Everett H. Emerson",4,80000,yes
Robert A. Heinlein,4,80000,no
"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",4,40000,no
Janet Evanovich,4,90000,no
Stephen King,4,80000,no
"Hajime Isayama, Sheldon Drzka",4,80000,no
F. Scott Fitzgerald,4,80000,no
Olive Ann Burns,4,80000,no
Tennessee Williams,4,90000,no
"Elena Ferrante, Ann Goldstein",4,60000,no
Timothy Ferriss,4,70000,no
Robin S. Sharma,4,50000,no
Amor Towles,4,80000,no
Larry Niven,4,80000,no
Ruta Sepetys,4,90000,yes
"Andrew Clements, Brian Selznick",4,80000,no
Jeff Kinney,4,80000,no
Louise Erdrich,4,70000,no
Madeleine L'Engle,4,90000,no
Veronica Roth,4,80000,no
Hanya Yanagihara,4,70000,no
"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4,80000,no
Brandon Sanderson,4,70000,no
Charlaine Harris,4,90000,no
"Anne Tyler, Jennifer Bassett",4,80000,no
Benjamin Alire Sáenz,4,100000,no
H.G. Wells,4,80000,yes
"Haruki Murakami, Alfred Birnbaum",4,60000,no
"Paulo Coelho, Alan R. Clarke",4,60000,no
"Johann David Wyss, Scott McKowen, Arthur Pober",4,80000,no
Stephen King,4,80000,no
Jennifer Probst,4,90000,no
L.M. Montgomery,4,100000,yes
"Watty Piper, Doris Hauman, George Hauman",4,80000,no
Karen Joy Fowler,4,60000,no
Orson Scott Card,4,70000,no
James Joyce,4,80000,no
Sarah Dessen,4,80000,no
Alan Brennert,4,80000,no
Anne Rice,4,80000,no
Frank E. Peretti,4,70000,no
Jessica Sorensen,4,100000,no
Lauren Groff,4,70000,no
Judy Blume,4,70000,no
"E.B. White, Garth Williams",4,90000,yes
Isaac Asimov,4,70000,no
Brian Greene,4,30000,no
"Lemony Snicket, Brett Helquist",4,100000,no
Janet Evanovich,4,90000,no
Kelley Armstrong,4,100000,no
Jim Butcher,4,80000,no
Janell Cannon,4,90000,no
Joe Abercrombie,4,70000,no
Nancy Horan,4,70000,no
"Janet Evanovich, Lorelei King",4,90000,no
"Lemony Snicket, Brett Helquist",4,90000,no
Flora Rheta Schreiber,4,70000,no
Carl Sagan,4,80000,no
Chuck Palahniuk,4,70000,no
Rosamunde Pilcher,4,70000,no
Dave Eggers,4,60000,no
"Gabriel García Márquez, Gregory Rabassa",4,60000,no
"Ronald Holt, Arthur Conan Doyle",4,70000,no
"Bill O'Reilly, Martin Dugard",4,70000,no
Jhumpa Lahiri,4,60000,no
John Flanagan,4,80000,no
Laurie Halse Anderson,4,90000,no
John Grisham,4,70000,no
Robin Hobb,4,70000,no
Ira Levin,4,80000,no
"Stephen King, Peter Straub",4,80000,no
Robert Jordan,4,70000,no
Jack Kerouac,4,60000,no
Kelley Armstrong,4,90000,no
Katherine Boo,4,70000,no
"P.L. Travers, Mary Shepard",4,80000,yes
Scott Lynch,4,70000,no
Sandra Cisneros,4,80000,no
David Benioff,4,70000,no
Jeaniene Frost,4,100000,no
"Roald Dahl, Quentin Blake",4,80000,no
Garth Nix,4,80000,no
"James Patterson, Peter de Jonge",4,70000,no
Stephen King,4,70000,no
Frank Herbert,4,70000,no
James S.A. Corey,4,70000,no
Sarah J. Maas,5,100000,no
Art Spiegelman,4,90000,no
Ezra Jack Keats,4,80000,no
Janet Evanovich,4,90000,no
Emily Giffin,4,70000,no
Richard   Preston,4,70000,no
"Haruki Murakami, Philip Gabriel",4,60000,no
Elizabeth Gilbert,4,60000,no
Lynne Truss,4,80000,no
Kim Harrison,4,90000,no
"Clement C. Moore, Jan Brett",4,80000,no
Diana Gabaldon,4,70000,no
Cynthia Hand,4,100000,no
Lee Strobel,4,70000,no
Robert Jordan,4,70000,no
Carl Hiaasen,4,80000,no
"Virgil, Robert Fitzgerald",4,80000,no
Junot Díaz,4,70000,no
"Haruki Murakami, Jay Rubin",4,60000,no
Daniel Quinn,4,60000,no
Jenny Han,4,80000,no
Katie McGarry,4,90000,no
"Kennilworthy Whisp, J.K. Rowling",4,90000,no
"Harry Allard, James  Marshall",4,80000,no
"Richard Bachman, Stephen King",4,70000,no
"Lemony Snicket, Brett Helquist",4,90000,no
Lois Lowry,4,80000,no
J.R. Ward,4,100000,no
"Stephen King, Jerry N. Uelsmann",4,70000,no
"Trenton Lee Stewart, Carson Ellis",4,90000,no
Christopher Hitchens,4,60000,no
Abbi Glines,4,100000,no
Michael Crichton,4,70000,no
Jennifer E. Smith,4,90000,no
Jonathan Stroud,4,70000,no
Tom Robbins,4,60000,no
Jenna Blum,4,70000,no
John Grisham,4,70000,yes
Beth Revis,4,90000,no
M. Scott Peck,4,60000,no
Jim Butcher,4,80000,no
"Gertrude Chandler Warner, L. Kate Deal",4,90000,no
A.S.A. Harrison,3,60000,no
Caitlin Moran,4,70000,no
Sarah J. Maas,5,100000,no
Keith Richards,4,60000,no
Jhumpa Lahiri,4,60000,no
Anita Shreve,4,70000,no
Don DeLillo,4,60000,no
Stephen E. Ambrose,4,70000,no
Charles Darwin,4,60000,no
Craig Thompson,4,70000,no
David Wroblewski,4,70000,no
Christina Schwarz,4,70000,no
Charles Bukowski,4,60000,no
Cormac McCarthy,4,70000,yes
"Arthur Conan Doyle, Kyle Freeman",4,70000,no
"Eiichirō Oda, Andy Nakatani",4,70000,no
Peter S. Beagle,4,80000,yes
Angie Sage,4,90000,no
Laurie Halse Anderson,4,80000,no
Tana French,4,70000,no
Erik Larson,4,60000,no
Rudyard Kipling,4,70000,yes
Terry Hayes,4,50000,no
"Allen Ginsberg, William Carlos Williams",4,70000,no
Richard Carlson,4,60000,no
"Adam Mansbach, Ricardo Cortés",4,70000,no
Douglas Adams,4,70000,no
Walter Isaacson,4,70000,no
Téa Obreht,3,70000,no
Maria V. Snyder,4,100000,no
J.R. Ward,4,100000,no
Terry Pratchett,4,80000,no
"Anonymous, Joseph Smith Jr.",4,60000,no
Stephen King,4,80000,no
Jim Butcher,4,80000,no
Pierce Brown,4,60000,no
Terry Pratchett,4,70000,no
Terry Pratchett,4,80000,no
Malcolm Gladwell,4,70000,no
Karin Slaughter,4,60000,no
Joe Abercrombie,4,70000,no
Stephen King,4,50000,no
Dr. Seuss,4,80000,no
Michael   Lewis,4,40000,yes
Garth Nix,4,80000,no
James Patterson,4,90000,no
"Yana Toboso, Tomo Kimura",4,70000,no
Marissa Meyer,4,100000,no
"Robert Louis Stevenson, Robert Mighall",4,80000,no
Emily Seife,4,70000,no
Peter V. Brett,4,60000,no
John Bunyan,4,70000,no
Lee Child,4,60000,yes
Rick Riordan,4,80000,no
Stephen King,4,70000,no
Kate Morton,4,70000,no
Robert Jordan,4,70000,no
Jim Butcher,4,80000,no
"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",4,70000,no
Carson McCullers,4,70000,no
Rick Yancey,4,80000,no
T.H. White,4,80000,yes
Terry Pratchett,4,70000,no
Christopher Paul Curtis,4,70000,no
Alison Bechdel,4,50000,no
Dan Ariely,4,60000,no
أحمد مراد,4,50000,no
Lynne Reid Banks,4,80000,no
"Robert Jordan, Brandon Sanderson",5,70000,no
Jesse Andrews,4,80000,no
Jeff Kinney,4,70000,no
Janet Evanovich,4,60000,no
Simon Winchester,4,70000,yes
"James Patterson, Andrew Gross",4,70000,no
Art Spiegelman,5,80000,no
Jasper Fforde,4,90000,no
"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",4,60000,no
"Louis Sachar, Adam McCauley",4,70000,yes
"Dalai Lama XIV, Howard C. Cutler",4,60000,no
David Mitchell,4,50000,no
Anna Quindlen,4,70000,no
"L.J. Smith, Kevin Williamson, Julie Plec",4,60000,no
John Grisham,4,60000,no
Chuck Palahniuk,4,60000,no
Janet Evanovich,4,80000,no
"Cornelia Funke, Anthea Bell",4,80000,no
Chuck Klosterman,4,60000,no
Evelyn Waugh,4,70000,no
Jim Butcher,4,70000,no
Jessie Burton,4,60000,no
"Margaret Weis, Tracy Hickman",4,80000,yes
Eoin Colfer,4,100000,no
Scott Westerfeld,4,90000,no
